"status","namespace","key","english","source","ru_source"
"ru_equals_english","biomesoplenty","generator.minecraft.biomesoplenty","Biomes O' Plenty","mods/BiomesOPlenty-1.20.1-18.0.0.592.jar!assets/biomesoplenty/lang/en_us.json","mods/BiomesOPlenty-1.20.1-18.0.0.592.jar!assets/biomesoplenty/lang/ru_ru.json"
"ru_equals_english","biomesoplenty","itemGroup.biomesoplenty","Biomes O' Plenty","mods/BiomesOPlenty-1.20.1-18.0.0.592.jar!assets/biomesoplenty/lang/en_us.json","mods/BiomesOPlenty-1.20.1-18.0.0.592.jar!assets/biomesoplenty/lang/ru_ru.json"
"ru_equals_english","car","gas_station.fuel_amount","%s mb","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/en_us.json","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/ru_ru.json"
"ru_equals_english","car","gui.car_temperature_celsius","%s °C","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/en_us.json","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/ru_ru.json"
"ru_equals_english","car","gui.car_temperature_farenheit","%s °F","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/car/lang/ru_ru.json"
"ru_equals_english","car","tooltip.waila.car.fuel","%s","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/en_us.json","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/ru_ru.json"
"ru_equals_english","car","tooltip.waila.car.fuel_amount","%s / %s mb","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/en_us.json","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/ru_ru.json"
"ru_equals_english","car","tooltip.waila.generator.energy","%s / %s RF","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/en_us.json","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/ru_ru.json"
"ru_equals_english","car","tooltip.waila.generator.fluid","%s / %s mb","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/en_us.json","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/ru_ru.json"
"ru_equals_english","car","tooltip.waila.tank.amount","%s / %s mb","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/en_us.json","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/ru_ru.json"
"ru_equals_english","car","tooltip.waila.tank.fluid","%s","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/en_us.json","mods/car-forge-1.20.1-1.0.42.jar!assets/car/lang/ru_ru.json"
"ru_equals_english","cb_microblock","itemGroup.cb_microblock","CB MicroBlocks","mods/CBMultipart-1.20.1-3.3.0.159-universal.jar!assets/cb_microblock/lang/en_us.json","mods/CBMultipart-1.20.1-3.3.0.159-universal.jar!assets/cb_microblock/lang/ru_ru.json"
"ru_equals_english","cloth-config2","modifier.cloth-config.alt","Alt + %s","mods/cloth-config-11.1.136-forge.jar!assets/cloth-config2/lang/en_us.json","mods/cloth-config-11.1.136-forge.jar!assets/cloth-config2/lang/ru_ru.json"
"ru_equals_english","cloth-config2","modifier.cloth-config.ctrl","Ctrl + %s","mods/cloth-config-11.1.136-forge.jar!assets/cloth-config2/lang/en_us.json","mods/cloth-config-11.1.136-forge.jar!assets/cloth-config2/lang/ru_ru.json"
"ru_equals_english","cloth-config2","modifier.cloth-config.shift","Shift + %s","mods/cloth-config-11.1.136-forge.jar!assets/cloth-config2/lang/en_us.json","mods/cloth-config-11.1.136-forge.jar!assets/cloth-config2/lang/ru_ru.json"
"ru_equals_english","computercraft","gui.computercraft.config.http","HTTP","mods/cc-tweaked-1.20.1-forge-1.120.0.jar!assets/computercraft/lang/en_us.json","mods/cc-tweaked-1.20.1-forge-1.120.0.jar!assets/computercraft/lang/ru_ru.json"
"ru_equals_english","computercraft","itemGroup.computercraft","ComputerCraft","mods/cc-tweaked-1.20.1-forge-1.120.0.jar!assets/computercraft/lang/en_us.json","mods/cc-tweaked-1.20.1-forge-1.120.0.jar!assets/computercraft/lang/ru_ru.json"
"ru_equals_english","create","create.command.killTPSCommand","killtps","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","mods/create-1.20.1-6.0.8.jar!assets/create/lang/ru_ru.json"
"ru_equals_english","create","create.display_source.value_list.million","m","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","mods/create-1.20.1-6.0.8.jar!assets/create/lang/ru_ru.json"
"ru_equals_english","create","create.display_source.value_list.thousand","k","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","mods/create-1.20.1-6.0.8.jar!assets/create/lang/ru_ru.json"
"ru_equals_english","create","create.generic.daytime.am","am","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","mods/create-1.20.1-6.0.8.jar!assets/create/lang/ru_ru.json"
"ru_equals_english","create","create.generic.daytime.pm","pm","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","mods/create-1.20.1-6.0.8.jar!assets/create/lang/ru_ru.json"
"ru_equals_english","create","create.schedule.condition.time_of_day.digital_format","%1$s:%3$s %4$s","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/create/lang/ru_ru.json"
"ru_equals_english","create","create.tooltip.brass_tunnel.contains_entry","> %1$s x%2$s","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","mods/create-1.20.1-6.0.8.jar!assets/create/lang/ru_ru.json"
"ru_equals_english","create","create.tooltip.keyCtrl","Ctrl","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","mods/create-1.20.1-6.0.8.jar!assets/create/lang/ru_ru.json"
"ru_equals_english","create","create.tooltip.keyShift","Shift","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","mods/create-1.20.1-6.0.8.jar!assets/create/lang/ru_ru.json"
"ru_equals_english","create","create.train_map.train_at_station"," >| %1$s","mods/create-1.20.1-6.0.8.jar!assets/create/lang/en_us.json","mods/create-1.20.1-6.0.8.jar!assets/create/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.atmospheric","Create: Central Kitchen - Atmospheric","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.autumnity","Create: Central Kitchen - Autumnity","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.buzzier_bees","Create: Central Kitchen - Buzzier Bees","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.farmersdelight","Create: Central Kitchen - Farmer's Delight","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.farmersrespite","Create: Central Kitchen - Farmer's Respite","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.miners_delight","Create: Central Kitchen - Miner's Delight","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.neapolitan","Create: Central Kitchen - Neapolitan","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.peculiars","Create: Central Kitchen - Peculiars","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.respiteful","Create: Central Kitchen - Respiteful","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.seasonals","Create: Central Kitchen - Seasonals","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","datapack.create_central_kitchen.upgrade_aquatic","Create: Central Kitchen - Upgrade Aquatic","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","create_central_kitchen","resourcepack.create_central_kitchen.create_styled","Create: Central Kitchen - Create Style'd","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/en_us.json","mods/create_central_kitchen-1.20.1-for-create-6.0.8-1.5.0.jar!assets/create_central_kitchen/lang/ru_ru.json"
"ru_equals_english","createbigcannons","block.createbigcannons.propellant.tooltip.added_stress.value","_%s_","mods/createbigcannons-5.11.4-mc.1.20.1-forge.jar!assets/createbigcannons/lang/en_us.json","mods/createbigcannons-5.11.4-mc.1.20.1-forge.jar!assets/createbigcannons/lang/ru_ru.json"
"ru_equals_english","createbigcannons","block.createbigcannons.propellant.tooltip.power.value","_%s_ / _%s_","mods/createbigcannons-5.11.4-mc.1.20.1-forge.jar!assets/createbigcannons/lang/en_us.json","mods/createbigcannons-5.11.4-mc.1.20.1-forge.jar!assets/createbigcannons/lang/ru_ru.json"
"ru_equals_english","domum_ornamentum","domum_ornamentum.desc.onlyone","%s","mods/domum_ornamentum-1.20.1-1.0.303-snapshot-universal.jar!assets/domum_ornamentum/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/domum_ornamentum/lang/ru_ru.json"
"ru_equals_english","easy_npc","entity.easy_npc.cobblemon_npc","Cobblemon","mods/easy_npc-forge-1.20.1-7.4.1.jar!assets/easy_npc/lang/en_us.json","mods/easy_npc-forge-1.20.1-7.4.1.jar!assets/easy_npc/lang/ru_ru.json"
"ru_equals_english","easy_npc_config_ui","text.easy_npc.config.color_picker.rgb","RGB:","mods/easy_npc_config_ui-forge-1.20.1-7.4.1.jar!assets/easy_npc_config_ui/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/easy_npc_config_ui/lang/ru_ru.json"
"ru_equals_english","easy_npc_config_ui","text.easy_npc.config.url_skin","Url","mods/easy_npc_config_ui-forge-1.20.1-7.4.1.jar!assets/easy_npc_config_ui/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/easy_npc_config_ui/lang/ru_ru.json"
"ru_equals_english","effortlessbuilding","effortlessbuilding.tooltip.keybind","[%1$s]","mods/effortlessbuilding-1.20.1-3.11.jar!assets/effortlessbuilding/lang/en_us.json","mods/effortlessbuilding-1.20.1-3.11.jar!assets/effortlessbuilding/lang/ru_ru.json"
"ru_equals_english","effortlessbuilding","effortlessbuilding.tooltip.keyCtrl","Ctrl","mods/effortlessbuilding-1.20.1-3.11.jar!assets/effortlessbuilding/lang/en_us.json","mods/effortlessbuilding-1.20.1-3.11.jar!assets/effortlessbuilding/lang/ru_ru.json"
"ru_equals_english","effortlessbuilding","effortlessbuilding.tooltip.keyShift","Shift","mods/effortlessbuilding-1.20.1-3.11.jar!assets/effortlessbuilding/lang/en_us.json","mods/effortlessbuilding-1.20.1-3.11.jar!assets/effortlessbuilding/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.actions.openlink.desc.value","URL","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.actions.script_editor.shortcuts.a","A","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.backgrounds.browser.url","URL","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.backgrounds.glsl.compile_mode.shadertoy","Shadertoy","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.decoration_overlays.browser.url","URL","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.decoration_overlays.glsl.compile_mode.shadertoy","Shadertoy","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.a","A","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.copy","Ctrl + C","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.cut","Ctrl + U","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.delete","Del","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.enter","Enter","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.g","G","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.grid","Ctrl + G","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.paste","Ctrl + V","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.redo","Ctrl + Y","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.save","Ctrl + S","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.select_all","Ctrl + A","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.editor.shortcuts.undo","Ctrl + Z","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.elements.browser.url","URL","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.elements.glsl.compile_mode.shadertoy","Shadertoy","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.elements.text.markdown","Markdown","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.overlay.debug.cpu","§lCPU:§r %s","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.overlay.debug.fps","§lFPS:§r %s","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.overlay.debug.gpu","§lGPU:§r %1$s (OpenGL: %2$s)","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.overlay.debug.toggle.shortcut","CTRL + ALT + D","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.overlay.menu_bar.customization.hide_overlay.shortcut","CTRL + ALT + C","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.overlay.menu_bar.customization.reload_fancymenu.shortcut","CTRL + ALT + R","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.overlay.menu_bar.user_interface.ui_blur_intensity.slider_label","%s%%","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.schedulers.manage.description.id","ID: %s","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.ui.color_picker.hex","HEX","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.ui.color_picker.hsv","HSV","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","fancymenu","fancymenu.ui.color_picker.rgba","RGBA","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/en_us.json","mods/fancymenu_forge_3.9.9_MC_1.20.1.jar!assets/fancymenu/lang/ru_ru.json"
"ru_equals_english","framedblocks","tooltip.framedblocks.powered_saw.energy","%s / %s FE","mods/FramedBlocks-9.4.3.jar!assets/framedblocks/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/framedblocks/lang/ru_ru.json"
"ru_equals_english","ftbfiltersystem","filter.ftbfiltersystem.nbt.name","NBT","mods/ftb-filter-system-forge-20.0.1.jar!assets/ftbfiltersystem/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/ftbfiltersystem/lang/ru_ru.json"
"ru_equals_english","ftblibrary","ftblibrary.select_item.list_mode.jei","JEI","mods/ftb-library-forge-2001.2.13.jar!assets/ftblibrary/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/ftblibrary/lang/ru_ru.json"
"ru_equals_english","ftblibrary","ftblibrary.select_item.list_mode.rei","REI","mods/ftb-library-forge-2001.2.13.jar!assets/ftblibrary/lang/en_us.json","config/paxi/resourcepacks/IndustrialFrontier-Core/assets/ftblibrary/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.chapter.image.x","X","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.chapter.image.y","Y","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.quest.appearance.x","X","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.quest.appearance.y","Y","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.quest_link.x","X","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.quest_link.y","Y","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.reward_table.loot_crate.id","ID","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.task.ftbquests.buildcraft_mj.text","%d MJ","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.task.ftbquests.buildcraft_mj.value","mJ","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.task.ftbquests.emc","EMC","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.task.ftbquests.forge_energy.text","%d FE","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.task.ftbquests.forge_energy.value","FE / RF","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.task.ftbquests.ic2_energy.text","%d EU","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.task.ftbquests.ic2_energy.value","EU","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.task.ftbquests.tech_reborn_energy.text","%d E","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","ftbquests","ftbquests.task.ftbquests.tech_reborn_energy.value","E","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/en_us.json","mods/ftb-quests-forge-2001.4.22.jar!assets/ftbquests/lang/ru_ru.json"
"ru_equals_english","gravestone","gui.gravestone.date_format","yyyy/MM/dd HH:mm:ss","mods/gravestone-forge-1.20.1-1.0.35.jar!assets/gravestone/lang/en_us.json","mods/gravestone-forge-1.20.1-1.0.35.jar!assets/gravestone/lang/ru_ru.json"
"ru_equals_english","gravestone","gui.obituary.id","ID","mods/gravestone-forge-1.20.1-1.0.35.jar!assets/gravestone/lang/en_us.json","mods/gravestone-forge-1.20.1-1.0.35.jar!assets/gravestone/lang/ru_ru.json"
"ru_equals_english","gtceu","behavior.data_item.data","- §a%s","mods/gtceu-1.20.1-7.5.3.jar!assets/gtceu/lang/en_us.json","mods/gtceu-1.20.1-7.5.3.jar!assets/gtceu/lang/ru_ru.json"
"ru_equals_english","gtceu","behavior.portable_scanner.position","----- X: %s Y: %s Z: %s D: %s -----","mods/gtceu-1.20.1-7.5.3.jar!assets/gtceu/lang/en_us.json","mods/gtceu-1.20.1-7.5.3.jar!assets/gtceu/lang/ru_ru.json"
