"classification","status","namespace","key","english","source","ru_source"
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_rocket_demo","Rocket, Demolition","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_rocket_he","Rocket, High-Explosive","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_rocket_heat","Rocket, Shaped Charge","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_rocket_inc","Rocket, Incendiary","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.ammo_standard_rocket_phosphorus","Rocket, White Phosphorus","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.boy_bullet","U235 Projectile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.cmb_sword","CMB Steel Sword","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.cobalt_decorated_sword","Decorated Cobalt Sword","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.cobalt_sword","Cobalt Sword","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.desh_sword","Desh Sword","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.dnt_sword","dinuatureum sword","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.elec_sword","Stunstick","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_aberrator","Aberrator","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_aberrator_eott","Eyes Of The Tempest","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_am180",".22 Submachine Gun","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_amat","Anti-Materiel Rifle","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_amat_penance","Penance","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_amat_subtlety","Subtlety","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_autoshotgun","Auto Shotgun","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_autoshotgun_heretic","The Heretic","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_autoshotgun_sexy","Sexy","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_autoshotgun_shredder","Shredder","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_bolter","Bolter","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_carbine","Carbine","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_charge_thrower","Charge Thrower","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_chemthrower","Chemthrower","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_coilgun","Coilgun","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_congolake","Congo Lake","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_double_barrel","An Old Classic","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_double_barrel_sacred_dragon","Sacred Dragon","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_fatman","Fat Man","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_flamer","Flamethrower","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_flamer_daybreaker","Daybreaker","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_flamer_topaz","Mister Topaz","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_flaregun","Flare Gun","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_folly","Folly","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_g3","Assault Rifle","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_g3_zebra","Zebra Rifle","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_greasegun","Grease Gun","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_hangman","Hangman","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_heavy_revolver","Heavy Revolver","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_heavy_revolver_lilmac","Little Macintosh","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_heavy_revolver_protege","Protège","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_henry","Lever Action Rifle","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_henry_lincoln","Lincoln's Repeater","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_lag","Comically Long Pistol","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_laser_pistol","Laser Pistol","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_laser_pistol_morning_glory","Morning Glory","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_laser_pistol_pew_pew","Pew Pew","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_lasrifle","Laser Rifle","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_liberator","Liberator","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_light_revolver","Break-Action Revolver","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_light_revolver_atlas","Atlas","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_light_revolver_dani","Day And Night","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_m2","Ma Deuce","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_maresleg","Lever Action Shotgun","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_maresleg_akimbo","Lever Action Shotguns","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_maresleg_broken","Broken","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_mas36","South Star","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_minigun","Minigun","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_minigun_dual","Dual Miniguns","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_minigun_lacunae","Lacunae","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_missile_launcher","Missile Launcher","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_mk108","Grenade Machinegun","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_n_i_4_n_i","N I 4 N I","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_panzerschreck","Panzerschreck","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_pepperbox","Pepperbox","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_quadro","Quad Rocket Launcher","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_spas12","SPAS-12","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_star_f","Target Pistol","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_star_f_akimbo","Target Pistols","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_stg77","StG 77","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_stinger","FIM-92 Stinger","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_tau","Tau Cannon","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_tesla_cannon","Tesla Cannon","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_uzi","Uzi","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.gun_uzi_akimbo","Uzis","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword","Meteorite Sword","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_alloyed","Meteorite Sword (Alloyed)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_baleful","Meteorite Sword (Baleful)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_bred","Meteorite Sword (Bred)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_etched","Meteorite Sword (Etched)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_fused","Meteorite Sword (Fused)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_hardened","Meteorite Sword (Hardened)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_irradiated","Meteorite Sword (Irradiated)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_machined","Meteorite Sword (Machined)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_reforged","Meteorite Sword (Reforged)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_seared","Meteorite Sword (Seared)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.meteorite_sword_treated","Meteorite Sword (Treated)","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_anti_ballistic","Anti-Ballistic Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_bhole","Black Hole Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_burst","Spare Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_buster","Bunker Buster","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_buster_strong","Enhanced Bunker Buster","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_cluster","Cluster Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_cluster_strong","Strong Cluster Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_custom","Custom Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_decoy","Decoy Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_doomsday","Doomsday Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_doomsday_rusted","Damaged Doomsday Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_drill","The Concrete Cracker","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_emp","EMP Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_emp_strong","Strong EMP Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_generic","High Explosive Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_incendiary","Incendiary Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_incendiary_strong","Strong Incendiary Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_micro","Micro-Nuclear Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_nuclear","Nuclear Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_nuclear_cluster","Thermonuclear Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_rain","Bomblet Rain","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_schrabidium","Schrabidium Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_soyuz","Soyuz-FG","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_stealth","Stealth Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_strong","Strong HE Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_taint","Taint-Tipped Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.missile_volcano","Tectonic Missile","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.mp_warhead_10_buster","Size 10 Bunker Buster Warhead","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.mp_warhead_10_cloud","Size 10 Pink Cloud Warhead","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.mp_warhead_10_he","Size 10 HE Warhead","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.mp_warhead_10_incendiary","Size 10 Incendiary Warhead","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.mp_warhead_10_nuclear","Size 10 Micro Nuclear Warhead","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
"weapon_name","missing_ru","hbm_ntm_rebirth","item.hbm_ntm_rebirth.mp_warhead_10_nuclear_large","Size 10 Nuclear Warhead","mods/hbm_ntm_rebirth-0.4.1beta.jar!assets/hbm_ntm_rebirth/lang/en_us.json",""
